time,marker_id,description
0.0002151,101,Trash data in the TRIM period
3.0002151,102,Trash data in the TRIM period
3.0007819,10,Rest period started
5.0007819,20,Action period started
9.0007819,30,Release period started
11.0010409,10,Rest period started
13.0010409,20,Action period started
17.0010409,30,Release period started
19.0013005,10,Rest period started
21.0013005,20,Action period started
25.0013005,30,Release period started
27.0015664,10,Rest period started
29.0015664,20,Action period started
33.0015664,30,Release period started
35.0018385,10,Rest period started
37.0018385,20,Action period started
41.0018385,30,Release period started
43.0020904,10,Rest period started
45.0020904,20,Action period started
49.0020904,30,Release period started
51.0023644,10,Rest period started
53.0023644,20,Action period started
57.0023644,30,Release period started
59.0027054,10,Rest period started
61.0027054,20,Action period started
65.0027054,30,Release period started
67.0033568,10,Rest period started
69.0033568,20,Action period started
73.0033568,30,Release period started
75.0036154,10,Rest period started
77.0036154,20,Action period started
81.0036154,30,Release period started
83.0038694,10,Rest period started
85.0038694,20,Action period started
89.0038694,30,Release period started
91.0041277,10,Rest period started
93.0041277,20,Action period started
97.0041277,30,Release period started
99.0043815,10,Rest period started
101.0043815,20,Action period started
105.0043815,30,Release period started
107.0046335,10,Rest period started
109.0046335,20,Action period started
113.0046335,30,Release period started
115.0048819,10,Rest period started
117.0048819,20,Action period started
121.0048819,30,Release period started
123.0051319,10,Rest period started
125.0051319,20,Action period started
129.0051319,30,Release period started
131.0053961,10,Rest period started
133.0053961,20,Action period started
137.0053961,30,Release period started
139.0056567,10,Rest period started
141.0056567,20,Action period started
145.0056567,30,Release period started
147.0060397,10,Rest period started
149.0060397,20,Action period started
153.0060397,30,Release period started
155.0063007,10,Rest period started
157.0063007,20,Action period started
161.0063007,30,Release period started
163.0065672,10,Rest period started
165.0065672,20,Action period started
169.0065672,30,Release period started
171.0068985,10,Rest period started
173.0068985,20,Action period started
177.0068985,30,Release period started
179.0072169,10,Rest period started
181.0072169,20,Action period started
185.0072169,30,Release period started
187.0074711,10,Rest period started
189.0074711,20,Action period started
193.0074711,30,Release period started
195.007743,10,Rest period started
197.007743,20,Action period started
201.007743,30,Release period started
203.0079832,10,Rest period started
205.0079832,20,Action period started
209.0079832,30,Release period started
211.0130716,10,Rest period started
213.0130716,20,Action period started
217.0130716,30,Release period started
219.013421,10,Rest period started
221.013421,20,Action period started
225.013421,30,Release period started
227.0141669,10,Rest period started
229.0141669,20,Action period started
233.0141669,30,Release period started
235.0144247,10,Rest period started
237.0144247,20,Action period started
241.0144247,30,Release period started
243.014596,201,Trash data in the TRIM period
246.014596,202,Trash data in the TRIM period
