time,marker_id,description
0.0001846,101,Trash data in the TRIM period
3.0001846,102,Trash data in the TRIM period
3.0007754,10,Rest period started
5.0007754,20,Action period started
9.0007754,30,Release period started
11.0010837,10,Rest period started
13.0010837,20,Action period started
17.0010837,30,Release period started
19.0013617,10,Rest period started
21.0013617,20,Action period started
25.0013617,30,Release period started
27.0016173,10,Rest period started
29.0016173,20,Action period started
33.0016173,30,Release period started
35.0018738,10,Rest period started
37.0018738,20,Action period started
41.0018738,30,Release period started
43.0021293,10,Rest period started
45.0021293,20,Action period started
49.0021293,30,Release period started
51.0023933,10,Rest period started
53.0023933,20,Action period started
57.0023933,30,Release period started
59.0026499,10,Rest period started
61.0026499,20,Action period started
65.0026499,30,Release period started
67.0028934,10,Rest period started
69.0028934,20,Action period started
73.0028934,30,Release period started
75.0031473,10,Rest period started
77.0031473,20,Action period started
81.0031473,30,Release period started
83.0034044,10,Rest period started
85.0034044,20,Action period started
89.0034044,30,Release period started
91.0036551,10,Rest period started
93.0036551,20,Action period started
97.0036551,30,Release period started
99.0039122,10,Rest period started
101.0039122,20,Action period started
105.0039122,30,Release period started
107.0041549,10,Rest period started
109.0041549,20,Action period started
113.0041549,30,Release period started
115.0044686,10,Rest period started
117.0044686,20,Action period started
121.0044686,30,Release period started
123.0047582,10,Rest period started
125.0047582,20,Action period started
129.0047582,30,Release period started
131.0050076,10,Rest period started
133.0050076,20,Action period started
137.0050076,30,Release period started
139.0054555,10,Rest period started
141.0054555,20,Action period started
145.0054555,30,Release period started
147.0057515,10,Rest period started
149.0057515,20,Action period started
153.0057515,30,Release period started
155.0060091,10,Rest period started
157.0060091,20,Action period started
161.0060091,30,Release period started
163.0062779,10,Rest period started
165.0062779,20,Action period started
169.0062779,30,Release period started
171.0065392,10,Rest period started
173.0065392,20,Action period started
177.0065392,30,Release period started
179.0068035,10,Rest period started
181.0068035,20,Action period started
185.0068035,30,Release period started
187.0070422,10,Rest period started
189.0070422,20,Action period started
193.0070422,30,Release period started
195.0073058,10,Rest period started
197.0073058,20,Action period started
201.0073058,30,Release period started
203.0075803,10,Rest period started
205.0075803,20,Action period started
209.0075803,30,Release period started
211.0078425,10,Rest period started
213.0078425,20,Action period started
217.0078425,30,Release period started
219.0080798,10,Rest period started
221.0080798,20,Action period started
225.0080798,30,Release period started
227.0083243,10,Rest period started
229.0083243,20,Action period started
233.0083243,30,Release period started
235.0085585,10,Rest period started
237.0085585,20,Action period started
241.0085585,30,Release period started
243.0087625,201,Trash data in the TRIM period
246.0087625,202,Trash data in the TRIM period
