time,marker_id,description
0.0002088,101,Trash data in the TRIM period
3.0002088,102,Trash data in the TRIM period
3.0007929,10,Rest period started
5.0007929,20,Action period started
9.0007929,30,Release period started
11.0010508,10,Rest period started
13.0010508,20,Action period started
17.0010508,30,Release period started
19.0012937,10,Rest period started
21.0012937,20,Action period started
25.0012937,30,Release period started
27.0015686,10,Rest period started
29.0015686,20,Action period started
33.0015686,30,Release period started
35.0018336,10,Rest period started
37.0018336,20,Action period started
41.0018336,30,Release period started
43.0021442,10,Rest period started
45.0021442,20,Action period started
49.0021442,30,Release period started
51.0024673,10,Rest period started
53.0024673,20,Action period started
57.0024673,30,Release period started
59.0027313,10,Rest period started
61.0027313,20,Action period started
65.0027313,30,Release period started
67.0029923,10,Rest period started
69.0029923,20,Action period started
73.0029923,30,Release period started
75.0032812,10,Rest period started
77.0032812,20,Action period started
81.0032812,30,Release period started
83.0035378,10,Rest period started
85.0035378,20,Action period started
89.0035378,30,Release period started
91.003823,10,Rest period started
93.003823,20,Action period started
97.003823,30,Release period started
99.0041129,10,Rest period started
101.0041129,20,Action period started
105.0041129,30,Release period started
107.0043759,10,Rest period started
109.0043759,20,Action period started
113.0043759,30,Release period started
115.0046134,10,Rest period started
117.0046134,20,Action period started
121.0046134,30,Release period started
123.004873,10,Rest period started
125.004873,20,Action period started
129.004873,30,Release period started
131.0051156,10,Rest period started
133.0051156,20,Action period started
137.0051156,30,Release period started
139.0053754,10,Rest period started
141.0053754,20,Action period started
145.0053754,30,Release period started
147.0056534,10,Rest period started
149.0056534,20,Action period started
153.0056534,30,Release period started
155.0060421,10,Rest period started
157.0060421,20,Action period started
161.0060421,30,Release period started
163.0062862,10,Rest period started
165.0062862,20,Action period started
169.0062862,30,Release period started
171.0065374,10,Rest period started
173.0065374,20,Action period started
177.0065374,30,Release period started
179.0067948,10,Rest period started
181.0067948,20,Action period started
185.0067948,30,Release period started
187.0070524,10,Rest period started
189.0070524,20,Action period started
193.0070524,30,Release period started
195.0073678,10,Rest period started
197.0073678,20,Action period started
201.0073678,30,Release period started
203.0076311,10,Rest period started
205.0076311,20,Action period started
209.0076311,30,Release period started
211.007935,10,Rest period started
213.007935,20,Action period started
217.007935,30,Release period started
219.0082183,10,Rest period started
221.0082183,20,Action period started
225.0082183,30,Release period started
227.0084617,10,Rest period started
229.0084617,20,Action period started
233.0084617,30,Release period started
235.0087934,10,Rest period started
237.0087934,20,Action period started
241.0087934,30,Release period started
243.0089887,201,Trash data in the TRIM period
246.0089887,202,Trash data in the TRIM period
