time,marker_id,description
0.0001668,101,Trash data in the TRIM period
3.0001668,102,Trash data in the TRIM period
3.0007711,10,Rest period started
5.0007711,20,Action period started
9.0007711,30,Release period started
11.0010578,10,Rest period started
13.0010578,20,Action period started
17.0010578,30,Release period started
19.0013221,10,Rest period started
21.0013221,20,Action period started
25.0013221,30,Release period started
27.0015619,10,Rest period started
29.0015619,20,Action period started
33.0015619,30,Release period started
35.0018148,10,Rest period started
37.0018148,20,Action period started
41.0018148,30,Release period started
43.0020658,10,Rest period started
45.0020658,20,Action period started
49.0020658,30,Release period started
51.0023058,10,Rest period started
53.0023058,20,Action period started
57.0023058,30,Release period started
59.0025866,10,Rest period started
61.0025866,20,Action period started
65.0025866,30,Release period started
67.0028479,10,Rest period started
69.0028479,20,Action period started
73.0028479,30,Release period started
75.0030854,10,Rest period started
77.0030854,20,Action period started
81.0030854,30,Release period started
83.0033439,10,Rest period started
85.0033439,20,Action period started
89.0033439,30,Release period started
91.003613,10,Rest period started
93.003613,20,Action period started
97.003613,30,Release period started
99.0145746,10,Rest period started
101.0145746,20,Action period started
105.0145746,30,Release period started
107.01482,10,Rest period started
109.01482,20,Action period started
113.01482,30,Release period started
115.0161519,10,Rest period started
117.0161519,20,Action period started
121.0161519,30,Release period started
123.0167115,10,Rest period started
125.0167115,20,Action period started
129.0167115,30,Release period started
131.0171799,10,Rest period started
133.0171799,20,Action period started
137.0171799,30,Release period started
139.0176452,10,Rest period started
141.0176452,20,Action period started
145.0176452,30,Release period started
147.0180486,10,Rest period started
149.0180486,20,Action period started
153.0180486,30,Release period started
155.0185413,10,Rest period started
157.0185413,20,Action period started
161.0185413,30,Release period started
163.018962,10,Rest period started
165.018962,20,Action period started
169.018962,30,Release period started
171.019375,10,Rest period started
173.019375,20,Action period started
177.019375,30,Release period started
179.0198389,10,Rest period started
181.0198389,20,Action period started
185.0198389,30,Release period started
187.0203192,10,Rest period started
189.0203192,20,Action period started
193.0203192,30,Release period started
195.020717,10,Rest period started
197.020717,20,Action period started
201.020717,30,Release period started
203.0211066,10,Rest period started
205.0211066,20,Action period started
209.0211066,30,Release period started
211.0215209,10,Rest period started
213.0215209,20,Action period started
217.0215209,30,Release period started
219.0219171,10,Rest period started
221.0219171,20,Action period started
225.0219171,30,Release period started
227.022318,10,Rest period started
229.022318,20,Action period started
233.022318,30,Release period started
235.022813,10,Rest period started
237.022813,20,Action period started
241.022813,30,Release period started
243.0231341,201,Trash data in the TRIM period
246.0231341,202,Trash data in the TRIM period
