time,marker_id,description
0.0002811,111,Trash data in the TRIM period
3.0002811,222,Trash data in the TRIM period
3.0007511,10,Rest period started
5.0007511,20,Action period started
9.0007511,30,Rest period started
11.0011443,10,Rest period started
13.0011443,20,Action period started
17.0011443,30,Rest period started
19.0016542,10,Rest period started
21.0016542,20,Action period started
25.0016542,30,Rest period started
27.0020896,10,Rest period started
29.0020896,20,Action period started
33.0020896,30,Rest period started
35.0025333,10,Rest period started
37.0025333,20,Action period started
41.0025333,30,Rest period started
43.0031142,10,Rest period started
45.0031142,20,Action period started
49.0031142,30,Rest period started
51.0034721,10,Rest period started
53.0034721,20,Action period started
57.0034721,30,Rest period started
59.0039757,10,Rest period started
61.0039757,20,Action period started
65.0039757,30,Rest period started
67.0043962,10,Rest period started
69.0043962,20,Action period started
73.0043962,30,Rest period started
75.0047309,10,Rest period started
77.0047309,20,Action period started
81.0047309,30,Rest period started
83.005169,10,Rest period started
85.005169,20,Action period started
89.005169,30,Rest period started
91.0056318,10,Rest period started
93.0056318,20,Action period started
97.0056318,30,Rest period started
99.0062348,10,Rest period started
101.0062348,20,Action period started
105.0062348,30,Rest period started
107.0065684,10,Rest period started
109.0065684,20,Action period started
113.0065684,30,Rest period started
115.0069897,10,Rest period started
117.0069897,20,Action period started
121.0069897,30,Rest period started
123.0073492,10,Rest period started
125.0073492,20,Action period started
129.0073492,30,Rest period started
131.0079283,10,Rest period started
133.0079283,20,Action period started
137.0079283,30,Rest period started
139.0084308,10,Rest period started
141.0084308,20,Action period started
145.0084308,30,Rest period started
147.0089126,10,Rest period started
149.0089126,20,Action period started
153.0089126,30,Rest period started
155.0092302,10,Rest period started
157.0092302,20,Action period started
161.0092302,30,Rest period started
163.0096307,10,Rest period started
165.0096307,20,Action period started
169.0096307,30,Rest period started
171.0099814,10,Rest period started
173.0099814,20,Action period started
177.0099814,30,Rest period started
179.0102959,10,Rest period started
181.0102959,20,Action period started
185.0102959,30,Rest period started
187.0106281,10,Rest period started
189.0106281,20,Action period started
193.0106281,30,Rest period started
195.0109707,10,Rest period started
197.0109707,20,Action period started
201.0109707,30,Rest period started
203.0112912,10,Rest period started
205.0112912,20,Action period started
209.0112912,30,Rest period started
211.0120436,10,Rest period started
213.0120436,20,Action period started
217.0120436,30,Rest period started
219.0124192,10,Rest period started
221.0124192,20,Action period started
225.0124192,30,Rest period started
227.0127554,10,Rest period started
229.0127554,20,Action period started
233.0127554,30,Rest period started
235.0138846,10,Rest period started
237.0138846,20,Action period started
241.0138846,30,Rest period started
243.0141694,111,Trash data in the TRIM period
246.0141694,222,Trash data in the TRIM period
