time,marker_id,description
0.0001949,101,Trash data in the TRIM period
3.0001949,102,Trash data in the TRIM period
3.000662,10,Rest period started
5.000662,20,Action period started
9.000662,30,Release period started
11.0009423,10,Rest period started
13.0009423,20,Action period started
17.0009423,30,Release period started
19.0011783,10,Rest period started
21.0011783,20,Action period started
25.0011783,30,Release period started
27.0014028,10,Rest period started
29.0014028,20,Action period started
33.0014028,30,Release period started
35.0016168,10,Rest period started
37.0016168,20,Action period started
41.0016168,30,Release period started
43.001875,10,Rest period started
45.001875,20,Action period started
49.001875,30,Release period started
51.0021265,10,Rest period started
53.0021265,20,Action period started
57.0021265,30,Release period started
59.0024539,10,Rest period started
61.0024539,20,Action period started
65.0024539,30,Release period started
67.0028983,10,Rest period started
69.0028983,20,Action period started
73.0028983,30,Release period started
75.0031383,10,Rest period started
77.0031383,20,Action period started
81.0031383,30,Release period started
83.0033791,10,Rest period started
85.0033791,20,Action period started
89.0033791,30,Release period started
91.0036307,10,Rest period started
93.0036307,20,Action period started
97.0036307,30,Release period started
99.0038374,10,Rest period started
101.0038374,20,Action period started
105.0038374,30,Release period started
107.0041321,10,Rest period started
109.0041321,20,Action period started
113.0041321,30,Release period started
115.0043907,10,Rest period started
117.0043907,20,Action period started
121.0043907,30,Release period started
123.0046205,10,Rest period started
125.0046205,20,Action period started
129.0046205,30,Release period started
131.0048284,10,Rest period started
133.0048284,20,Action period started
137.0048284,30,Release period started
139.0050541,10,Rest period started
141.0050541,20,Action period started
145.0050541,30,Release period started
147.0053659,10,Rest period started
149.0053659,20,Action period started
153.0053659,30,Release period started
155.0055877,10,Rest period started
157.0055877,20,Action period started
161.0055877,30,Release period started
163.0058099,10,Rest period started
165.0058099,20,Action period started
169.0058099,30,Release period started
171.0060362,10,Rest period started
173.0060362,20,Action period started
177.0060362,30,Release period started
179.0062767,10,Rest period started
181.0062767,20,Action period started
185.0062767,30,Release period started
187.0065161,10,Rest period started
189.0065161,20,Action period started
193.0065161,30,Release period started
195.006754,10,Rest period started
197.006754,20,Action period started
201.006754,30,Release period started
203.006976,10,Rest period started
205.006976,20,Action period started
209.006976,30,Release period started
211.0072772,10,Rest period started
213.0072772,20,Action period started
217.0072772,30,Release period started
219.0075218,10,Rest period started
221.0075218,20,Action period started
225.0075218,30,Release period started
227.0077536,10,Rest period started
229.0077536,20,Action period started
233.0077536,30,Release period started
235.0080501,10,Rest period started
237.0080501,20,Action period started
241.0080501,30,Release period started
243.0082459,201,Trash data in the TRIM period
246.0082459,202,Trash data in the TRIM period
