time,marker_id,description
0.0003334,111,Trash data in the TRIM period
3.0003334,222,Trash data in the TRIM period
3.0007762,10,Rest period started
5.0007762,20,Action period started
9.0007762,30,Rest period started
11.00126,10,Rest period started
13.00126,20,Action period started
17.00126,30,Rest period started
19.001667,10,Rest period started
21.001667,20,Action period started
25.001667,30,Rest period started
27.0021981,10,Rest period started
29.0021981,20,Action period started
33.0021981,30,Rest period started
35.0025496,10,Rest period started
37.0025496,20,Action period started
41.0025496,30,Rest period started
43.00357,10,Rest period started
45.00357,20,Action period started
49.00357,30,Rest period started
51.0039952,10,Rest period started
53.0039952,20,Action period started
57.0039952,30,Rest period started
59.0044109,10,Rest period started
61.0044109,20,Action period started
65.0044109,30,Rest period started
67.0048454,10,Rest period started
69.0048454,20,Action period started
73.0048454,30,Rest period started
75.0051823,10,Rest period started
77.0051823,20,Action period started
81.0051823,30,Rest period started
83.0055774,10,Rest period started
85.0055774,20,Action period started
89.0055774,30,Rest period started
91.006036,10,Rest period started
93.006036,20,Action period started
97.006036,30,Rest period started
99.0064511,10,Rest period started
101.0064511,20,Action period started
105.0064511,30,Rest period started
107.0068803,10,Rest period started
109.0068803,20,Action period started
113.0068803,30,Rest period started
115.0076457,10,Rest period started
117.0076457,20,Action period started
121.0076457,30,Rest period started
123.0080515,10,Rest period started
125.0080515,20,Action period started
129.0080515,30,Rest period started
131.0084637,10,Rest period started
133.0084637,20,Action period started
137.0084637,30,Rest period started
139.0088316,10,Rest period started
141.0088316,20,Action period started
145.0088316,30,Rest period started
147.0092038,10,Rest period started
149.0092038,20,Action period started
153.0092038,30,Rest period started
155.0095784,10,Rest period started
157.0095784,20,Action period started
161.0095784,30,Rest period started
163.0099999,10,Rest period started
165.0099999,20,Action period started
169.0099999,30,Rest period started
171.0106102,10,Rest period started
173.0106102,20,Action period started
177.0106102,30,Rest period started
179.011149,10,Rest period started
181.011149,20,Action period started
185.011149,30,Rest period started
187.0124788,10,Rest period started
189.0124788,20,Action period started
193.0124788,30,Rest period started
195.0128304,10,Rest period started
197.0128304,20,Action period started
201.0128304,30,Rest period started
203.0135921,10,Rest period started
205.0135921,20,Action period started
209.0135921,30,Rest period started
211.0140698,10,Rest period started
213.0140698,20,Action period started
217.0140698,30,Rest period started
219.0145,10,Rest period started
221.0145,20,Action period started
225.0145,30,Rest period started
227.0152871,10,Rest period started
229.0152871,20,Action period started
233.0152871,30,Rest period started
235.0156628,10,Rest period started
237.0156628,20,Action period started
241.0156628,30,Rest period started
243.0159784,111,Trash data in the TRIM period
246.0159784,222,Trash data in the TRIM period
