time,marker_id,description
0.0003955,111,Trash data in the TRIM period
3.0003955,222,Trash data in the TRIM period
3.0009219,10,Rest period started
5.0009219,20,Action period started
9.0009219,30,Rest period started
11.0013061,10,Rest period started
13.0013061,20,Action period started
17.0013061,30,Rest period started
19.0016857,10,Rest period started
21.0016857,20,Action period started
25.0016857,30,Rest period started
27.0020297,10,Rest period started
29.0020297,20,Action period started
33.0020297,30,Rest period started
35.0024163,10,Rest period started
37.0024163,20,Action period started
41.0024163,30,Rest period started
43.0027514,10,Rest period started
45.0027514,20,Action period started
49.0027514,30,Rest period started
51.0031146,10,Rest period started
53.0031146,20,Action period started
57.0031146,30,Rest period started
59.0034463,10,Rest period started
61.0034463,20,Action period started
65.0034463,30,Rest period started
67.0038112,10,Rest period started
69.0038112,20,Action period started
73.0038112,30,Rest period started
75.0042088,10,Rest period started
77.0042088,20,Action period started
81.0042088,30,Rest period started
83.0046194,10,Rest period started
85.0046194,20,Action period started
89.0046194,30,Rest period started
91.0049501,10,Rest period started
93.0049501,20,Action period started
97.0049501,30,Rest period started
99.0053685,10,Rest period started
101.0053685,20,Action period started
105.0053685,30,Rest period started
107.0056994,10,Rest period started
109.0056994,20,Action period started
113.0056994,30,Rest period started
115.0060568,10,Rest period started
117.0060568,20,Action period started
121.0060568,30,Rest period started
123.0065732,10,Rest period started
125.0065732,20,Action period started
129.0065732,30,Rest period started
131.0069135,10,Rest period started
133.0069135,20,Action period started
137.0069135,30,Rest period started
139.0072573,10,Rest period started
141.0072573,20,Action period started
145.0072573,30,Rest period started
147.0077034,10,Rest period started
149.0077034,20,Action period started
153.0077034,30,Rest period started
155.0081074,10,Rest period started
157.0081074,20,Action period started
161.0081074,30,Rest period started
163.0084767,10,Rest period started
165.0084767,20,Action period started
169.0084767,30,Rest period started
171.0088022,10,Rest period started
173.0088022,20,Action period started
177.0088022,30,Rest period started
179.009277,10,Rest period started
181.009277,20,Action period started
185.009277,30,Rest period started
187.0096326,10,Rest period started
189.0096326,20,Action period started
193.0096326,30,Rest period started
195.010021,10,Rest period started
197.010021,20,Action period started
201.010021,30,Rest period started
203.0103507,10,Rest period started
205.0103507,20,Action period started
209.0103507,30,Rest period started
211.0107555,10,Rest period started
213.0107555,20,Action period started
217.0107555,30,Rest period started
219.0111516,10,Rest period started
221.0111516,20,Action period started
225.0111516,30,Rest period started
227.0115256,10,Rest period started
229.0115256,20,Action period started
233.0115256,30,Rest period started
235.0118889,10,Rest period started
237.0118889,20,Action period started
241.0118889,30,Rest period started
243.0121978,111,Trash data in the TRIM period
246.0121978,222,Trash data in the TRIM period
