time,marker_id,description
0.0020551,101,Trash data in the TRIM period
3.0020551,102,Trash data in the TRIM period
3.002645,10,Rest period started
5.002645,20,Action period started
9.002645,30,Release period started
11.0029176,10,Rest period started
13.0029176,20,Action period started
17.0029176,30,Release period started
19.003179,10,Rest period started
21.003179,20,Action period started
25.003179,30,Release period started
27.0034736,10,Rest period started
29.0034736,20,Action period started
33.0034736,30,Release period started
35.0037424,10,Rest period started
37.0037424,20,Action period started
41.0037424,30,Release period started
43.0040213,10,Rest period started
45.0040213,20,Action period started
49.0040213,30,Release period started
51.0042746,10,Rest period started
53.0042746,20,Action period started
57.0042746,30,Release period started
59.0046243,10,Rest period started
61.0046243,20,Action period started
65.0046243,30,Release period started
67.0053306,10,Rest period started
69.0053306,20,Action period started
73.0053306,30,Release period started
75.0070985,10,Rest period started
77.0070985,20,Action period started
81.0070985,30,Release period started
83.0074895,10,Rest period started
85.0074895,20,Action period started
89.0074895,30,Release period started
91.0077773,10,Rest period started
93.0077773,20,Action period started
97.0077773,30,Release period started
99.0080201,10,Rest period started
101.0080201,20,Action period started
105.0080201,30,Release period started
107.0083995,10,Rest period started
109.0083995,20,Action period started
113.0083995,30,Release period started
115.0088569,10,Rest period started
117.0088569,20,Action period started
121.0088569,30,Release period started
123.0091334,10,Rest period started
125.0091334,20,Action period started
129.0091334,30,Release period started
131.0094052,10,Rest period started
133.0094052,20,Action period started
137.0094052,30,Release period started
139.0096613,10,Rest period started
141.0096613,20,Action period started
145.0096613,30,Release period started
147.0099393,10,Rest period started
149.0099393,20,Action period started
153.0099393,30,Release period started
155.0102088,10,Rest period started
157.0102088,20,Action period started
161.0102088,30,Release period started
163.0105859,10,Rest period started
165.0105859,20,Action period started
169.0105859,30,Release period started
171.0108646,10,Rest period started
173.0108646,20,Action period started
177.0108646,30,Release period started
179.0111285,10,Rest period started
181.0111285,20,Action period started
185.0111285,30,Release period started
187.0115073,10,Rest period started
189.0115073,20,Action period started
193.0115073,30,Release period started
195.0117534,10,Rest period started
197.0117534,20,Action period started
201.0117534,30,Release period started
203.0120895,10,Rest period started
205.0120895,20,Action period started
209.0120895,30,Release period started
211.0123437,10,Rest period started
213.0123437,20,Action period started
217.0123437,30,Release period started
219.0126255,10,Rest period started
221.0126255,20,Action period started
225.0126255,30,Release period started
227.0129535,10,Rest period started
229.0129535,20,Action period started
233.0129535,30,Release period started
235.0132167,10,Rest period started
237.0132167,20,Action period started
241.0132167,30,Release period started
243.013407,201,Trash data in the TRIM period
246.013407,202,Trash data in the TRIM period
