time,marker_id,description
0.0001682,101,Trash data in the TRIM period
3.0001682,102,Trash data in the TRIM period
3.0006763,10,Rest period started
5.0006763,20,Action period started
9.0006763,30,Release period started
11.0009103,10,Rest period started
13.0009103,20,Action period started
17.0009103,30,Release period started
19.00118,10,Rest period started
21.00118,20,Action period started
25.00118,30,Release period started
27.001473,10,Rest period started
29.001473,20,Action period started
33.001473,30,Release period started
35.0017636,10,Rest period started
37.0017636,20,Action period started
41.0017636,30,Release period started
43.0020179,10,Rest period started
45.0020179,20,Action period started
49.0020179,30,Release period started
51.0023118,10,Rest period started
53.0023118,20,Action period started
57.0023118,30,Release period started
59.0026013,10,Rest period started
61.0026013,20,Action period started
65.0026013,30,Release period started
67.0028847,10,Rest period started
69.0028847,20,Action period started
73.0028847,30,Release period started
75.0031706,10,Rest period started
77.0031706,20,Action period started
81.0031706,30,Release period started
83.0034398,10,Rest period started
85.0034398,20,Action period started
89.0034398,30,Release period started
91.003757,10,Rest period started
93.003757,20,Action period started
97.003757,30,Release period started
99.0040236,10,Rest period started
101.0040236,20,Action period started
105.0040236,30,Release period started
107.0042658,10,Rest period started
109.0042658,20,Action period started
113.0042658,30,Release period started
115.00459,10,Rest period started
117.00459,20,Action period started
121.00459,30,Release period started
123.0049084,10,Rest period started
125.0049084,20,Action period started
129.0049084,30,Release period started
131.0051342,10,Rest period started
133.0051342,20,Action period started
137.0051342,30,Release period started
139.0053573,10,Rest period started
141.0053573,20,Action period started
145.0053573,30,Release period started
147.0055565,10,Rest period started
149.0055565,20,Action period started
153.0055565,30,Release period started
155.005783,10,Rest period started
157.005783,20,Action period started
161.005783,30,Release period started
163.0060328,10,Rest period started
165.0060328,20,Action period started
169.0060328,30,Release period started
171.0062546,10,Rest period started
173.0062546,20,Action period started
177.0062546,30,Release period started
179.0065242,10,Rest period started
181.0065242,20,Action period started
185.0065242,30,Release period started
187.0067939,10,Rest period started
189.0067939,20,Action period started
193.0067939,30,Release period started
195.0070903,10,Rest period started
197.0070903,20,Action period started
201.0070903,30,Release period started
203.0073131,10,Rest period started
205.0073131,20,Action period started
209.0073131,30,Release period started
211.0076032,10,Rest period started
213.0076032,20,Action period started
217.0076032,30,Release period started
219.0079173,10,Rest period started
221.0079173,20,Action period started
225.0079173,30,Release period started
227.0082009,10,Rest period started
229.0082009,20,Action period started
233.0082009,30,Release period started
235.0084404,10,Rest period started
237.0084404,20,Action period started
241.0084404,30,Release period started
243.0086616,201,Trash data in the TRIM period
246.0086616,202,Trash data in the TRIM period
