time,marker_id,description
0.0003103,101,Trash data in the TRIM period
3.0003103,102,Trash data in the TRIM period
3.0009117,10,Rest period started
6.0009117,20,Action period started
9.0009117,30,Release period started
12.001157,10,Rest period started
15.001157,20,Action period started
18.001157,30,Release period started
21.0014157,10,Rest period started
24.0014157,20,Action period started
27.0014157,30,Release period started
30.0016731,10,Rest period started
33.0016731,20,Action period started
36.0016731,30,Release period started
39.0019169,201,Trash data in the TRIM period
42.0019169,202,Trash data in the TRIM period
