time,marker_id,description
0.0003097,101,Trash data in the TRIM period
3.0003097,102,Trash data in the TRIM period
3.0008834,10,Rest period started
6.0008834,20,Action period started
9.0008834,30,Release period started
12.0011508,10,Rest period started
15.0011508,20,Action period started
18.0011508,30,Release period started
21.0014085,10,Rest period started
24.0014085,20,Action period started
27.0014085,30,Release period started
30.0016745,10,Rest period started
33.0016745,20,Action period started
36.0016745,30,Release period started
39.0019375,201,Trash data in the TRIM period
42.0019375,202,Trash data in the TRIM period
