time,marker_id,description
0.0001486,101,Trash data in the TRIM period
3.0001486,102,Trash data in the TRIM period
3.0007422,10,Rest period started
6.0007422,20,Action period started
9.0007422,30,Release period started
12.0010745,10,Rest period started
15.0010745,20,Action period started
18.0010745,30,Release period started
21.0013391,10,Rest period started
24.0013391,20,Action period started
27.0013391,30,Release period started
30.0016752,10,Rest period started
33.0016752,20,Action period started
36.0016752,30,Release period started
39.0018391,201,Trash data in the TRIM period
42.0018391,202,Trash data in the TRIM period
