time,marker_id,description
0.0001854,101,Trash data in the TRIM period
3.0001854,102,Trash data in the TRIM period
3.0007291,10,Rest period started
6.0007291,20,Action period started
9.0007291,30,Release period started
12.0009874,10,Rest period started
15.0009874,20,Action period started
18.0009874,30,Release period started
21.0013372,10,Rest period started
24.0013372,20,Action period started
27.0013372,30,Release period started
30.0016786,10,Rest period started
33.0016786,20,Action period started
36.0016786,30,Release period started
39.0018826,201,Trash data in the TRIM period
42.0018826,202,Trash data in the TRIM period
