time,marker_id,description
0.0003135,101,Trash data in the TRIM period
3.0003135,102,Trash data in the TRIM period
3.0007248,10,Rest period started
5.0007248,20,Action period started
9.0007248,30,Release period started
11.001008,10,Rest period started
13.001008,20,Action period started
17.001008,30,Release period started
19.0012328,10,Rest period started
21.0012328,20,Action period started
25.0012328,30,Release period started
27.0014466,10,Rest period started
29.0014466,20,Action period started
33.0014466,30,Release period started
35.0016705,10,Rest period started
37.0016705,20,Action period started
41.0016705,30,Release period started
43.0018467,10,Rest period started
45.0018467,20,Action period started
49.0018467,30,Release period started
51.0021138,10,Rest period started
53.0021138,20,Action period started
57.0021138,30,Release period started
59.0024463,10,Rest period started
61.0024463,20,Action period started
65.0024463,30,Release period started
67.0026546,10,Rest period started
69.0026546,20,Action period started
73.0026546,30,Release period started
75.0028661,10,Rest period started
77.0028661,20,Action period started
81.0028661,30,Release period started
83.0030555,10,Rest period started
85.0030555,20,Action period started
89.0030555,30,Release period started
91.003265,10,Rest period started
93.003265,20,Action period started
97.003265,30,Release period started
99.0034489,10,Rest period started
101.0034489,20,Action period started
105.0034489,30,Release period started
107.0036861,10,Rest period started
109.0036861,20,Action period started
113.0036861,30,Release period started
115.0039051,10,Rest period started
117.0039051,20,Action period started
121.0039051,30,Release period started
123.0041237,10,Rest period started
125.0041237,20,Action period started
129.0041237,30,Release period started
131.0044109,10,Rest period started
133.0044109,20,Action period started
137.0044109,30,Release period started
139.004674,10,Rest period started
141.004674,20,Action period started
145.004674,30,Release period started
147.004897,10,Rest period started
149.004897,20,Action period started
153.004897,30,Release period started
155.0051338,10,Rest period started
157.0051338,20,Action period started
161.0051338,30,Release period started
163.0053598,10,Rest period started
165.0053598,20,Action period started
169.0053598,30,Release period started
171.00558,10,Rest period started
173.00558,20,Action period started
177.00558,30,Release period started
179.0062504,10,Rest period started
181.0062504,20,Action period started
185.0062504,30,Release period started
187.0064865,10,Rest period started
189.0064865,20,Action period started
193.0064865,30,Release period started
195.0067399,10,Rest period started
197.0067399,20,Action period started
201.0067399,30,Release period started
203.0069557,10,Rest period started
205.0069557,20,Action period started
209.0069557,30,Release period started
211.0072472,10,Rest period started
213.0072472,20,Action period started
217.0072472,30,Release period started
219.0077093,10,Rest period started
221.0077093,20,Action period started
225.0077093,30,Release period started
227.0079636,10,Rest period started
229.0079636,20,Action period started
233.0079636,30,Release period started
235.0081998,10,Rest period started
237.0081998,20,Action period started
241.0081998,30,Release period started
243.0084405,201,Trash data in the TRIM period
246.0084405,202,Trash data in the TRIM period
