time,marker_id,description
0.0003747,10,Rest period started
2.0003747,20,Action period started
7.0003747,30,Rest period started
9.0006328,10,Rest period started
11.0006328,20,Action period started
16.0006328,30,Rest period started
18.0009773,10,Rest period started
20.0009773,20,Action period started
25.0009773,30,Rest period started
27.0019552,10,Rest period started
29.0019552,20,Action period started
34.0019552,30,Rest period started
36.0022115,10,Rest period started
38.0022115,20,Action period started
43.0022115,30,Rest period started
45.0025295,10,Rest period started
47.0025295,20,Action period started
52.0025295,30,Rest period started
54.0036206,10,Rest period started
56.0036206,20,Action period started
61.0036206,30,Rest period started
63.0038359,10,Rest period started
65.0038359,20,Action period started
70.0038359,30,Rest period started
72.0040647,10,Rest period started
74.0040647,20,Action period started
79.0040647,30,Rest period started
81.0043179,10,Rest period started
83.0043179,20,Action period started
88.0043179,30,Rest period started
90.0045769,10,Rest period started
92.0045769,20,Action period started
97.0045769,30,Rest period started
99.0058191,10,Rest period started
101.0058191,20,Action period started
106.0058191,30,Rest period started
108.0061314,10,Rest period started
110.0061314,20,Action period started
115.0061314,30,Rest period started
117.0064468,10,Rest period started
119.0064468,20,Action period started
124.0064468,30,Rest period started
126.0066665,10,Rest period started
128.0066665,20,Action period started
133.0066665,30,Rest period started
135.006894,10,Rest period started
137.006894,20,Action period started
142.006894,30,Rest period started
144.0077787,10,Rest period started
146.0077787,20,Action period started
151.0077787,30,Rest period started
153.0080388,10,Rest period started
155.0080388,20,Action period started
160.0080388,30,Rest period started
162.0084968,10,Rest period started
164.0084968,20,Action period started
169.0084968,30,Rest period started
171.0087439,10,Rest period started
173.0087439,20,Action period started
178.0087439,30,Rest period started
180.0089822,10,Rest period started
182.0089822,20,Action period started
187.0089822,30,Rest period started
189.0092567,10,Rest period started
191.0092567,20,Action period started
196.0092567,30,Rest period started
198.009512,10,Rest period started
200.009512,20,Action period started
205.009512,30,Rest period started
207.0097362,10,Rest period started
209.0097362,20,Action period started
214.0097362,30,Rest period started
216.0099856,10,Rest period started
218.0099856,20,Action period started
223.0099856,30,Rest period started
225.0103274,10,Rest period started
227.0103274,20,Action period started
232.0103274,30,Rest period started
234.0105676,10,Rest period started
236.0105676,20,Action period started
241.0105676,30,Rest period started
243.0107875,10,Rest period started
245.0107875,20,Action period started
250.0107875,30,Rest period started
252.0119477,10,Rest period started
254.0119477,20,Action period started
259.0119477,30,Rest period started
261.0121926,10,Rest period started
263.0121926,20,Action period started
268.0121926,30,Rest period started
270.0126128,10,Rest period started
272.0126128,20,Action period started
277.0126128,30,Rest period started
279.0128585,10,Rest period started
281.0128585,20,Action period started
286.0128585,30,Rest period started
288.0130839,10,Rest period started
290.0130839,20,Action period started
295.0130839,30,Rest period started
297.0133298,10,Rest period started
299.0133298,20,Action period started
304.0133298,30,Rest period started
306.0141611,10,Rest period started
308.0141611,20,Action period started
313.0141611,30,Rest period started
315.0141611,0,Experiment ended
