time,marker_id,description
0.0003226,10,Rest period started
2.0003226,20,Action period started
7.0003226,30,Rest period started
9.0005648,10,Rest period started
11.0005648,20,Action period started
16.0005648,30,Rest period started
18.0008091,10,Rest period started
20.0008091,20,Action period started
25.0008091,30,Rest period started
27.0010382,10,Rest period started
29.0010382,20,Action period started
34.0010382,30,Rest period started
36.0012646,10,Rest period started
38.0012646,20,Action period started
43.0012646,30,Rest period started
45.0014919,10,Rest period started
47.0014919,20,Action period started
52.0014919,30,Rest period started
54.0017575,10,Rest period started
56.0017575,20,Action period started
61.0017575,30,Rest period started
63.0020503,10,Rest period started
65.0020503,20,Action period started
70.0020503,30,Rest period started
72.0025167,10,Rest period started
74.0025167,20,Action period started
79.0025167,30,Rest period started
81.0027864,10,Rest period started
83.0027864,20,Action period started
88.0027864,30,Rest period started
90.0030145,10,Rest period started
92.0030145,20,Action period started
97.0030145,30,Rest period started
99.0032448,10,Rest period started
101.0032448,20,Action period started
106.0032448,30,Rest period started
108.0042643,10,Rest period started
110.0042643,20,Action period started
115.0042643,30,Rest period started
117.0053014,10,Rest period started
119.0053014,20,Action period started
124.0053014,30,Rest period started
126.0055584,10,Rest period started
128.0055584,20,Action period started
133.0055584,30,Rest period started
135.0057639,10,Rest period started
137.0057639,20,Action period started
142.0057639,30,Rest period started
144.005992,10,Rest period started
146.005992,20,Action period started
151.005992,30,Rest period started
153.0062317,10,Rest period started
155.0062317,20,Action period started
160.0062317,30,Rest period started
162.0079021,10,Rest period started
164.0079021,20,Action period started
169.0079021,30,Rest period started
171.0081662,10,Rest period started
173.0081662,20,Action period started
178.0081662,30,Rest period started
180.0084001,10,Rest period started
182.0084001,20,Action period started
187.0084001,30,Rest period started
189.0086421,10,Rest period started
191.0086421,20,Action period started
196.0086421,30,Rest period started
198.0088945,10,Rest period started
200.0088945,20,Action period started
205.0088945,30,Rest period started
207.0091117,10,Rest period started
209.0091117,20,Action period started
214.0091117,30,Rest period started
216.0093539,10,Rest period started
218.0093539,20,Action period started
223.0093539,30,Rest period started
225.0095966,10,Rest period started
227.0095966,20,Action period started
232.0095966,30,Rest period started
234.0098369,10,Rest period started
236.0098369,20,Action period started
241.0098369,30,Rest period started
243.0100746,10,Rest period started
245.0100746,20,Action period started
250.0100746,30,Rest period started
252.0103434,10,Rest period started
254.0103434,20,Action period started
259.0103434,30,Rest period started
261.0116289,10,Rest period started
263.0116289,20,Action period started
268.0116289,30,Rest period started
270.0147776,10,Rest period started
272.0147776,20,Action period started
277.0147776,30,Rest period started
279.0150193,10,Rest period started
281.0150193,20,Action period started
286.0150193,30,Rest period started
288.0152452,10,Rest period started
290.0152452,20,Action period started
295.0152452,30,Rest period started
297.0154871,10,Rest period started
299.0154871,20,Action period started
304.0154871,30,Rest period started
306.0157223,10,Rest period started
308.0157223,20,Action period started
313.0157223,30,Rest period started
315.0157223,0,Experiment ended
