time,marker_id,description
0.0006663,10,Rest period started
2.0006663,20,Action period started
7.0006663,30,Rest period started
9.0009,10,Rest period started
11.0009,20,Action period started
16.0009,30,Rest period started
18.0011705,10,Rest period started
20.0011705,20,Action period started
25.0011705,30,Rest period started
27.0016097,10,Rest period started
29.0016097,20,Action period started
34.0016097,30,Rest period started
36.0018944,10,Rest period started
38.0018944,20,Action period started
43.0018944,30,Rest period started
45.0022298,10,Rest period started
47.0022298,20,Action period started
52.0022298,30,Rest period started
54.003447,10,Rest period started
56.003447,20,Action period started
61.003447,30,Rest period started
63.0036992,10,Rest period started
65.0036992,20,Action period started
70.0036992,30,Rest period started
72.0039392,10,Rest period started
74.0039392,20,Action period started
79.0039392,30,Rest period started
81.0041612,10,Rest period started
83.0041612,20,Action period started
88.0041612,30,Rest period started
90.0044082,10,Rest period started
92.0044082,20,Action period started
97.0044082,30,Rest period started
99.0050231,10,Rest period started
101.0050231,20,Action period started
106.0050231,30,Rest period started
108.0052602,10,Rest period started
110.0052602,20,Action period started
115.0052602,30,Rest period started
117.0054906,10,Rest period started
119.0054906,20,Action period started
124.0054906,30,Rest period started
126.0057239,10,Rest period started
128.0057239,20,Action period started
133.0057239,30,Rest period started
135.0059354,10,Rest period started
137.0059354,20,Action period started
142.0059354,30,Rest period started
144.0061818,10,Rest period started
146.0061818,20,Action period started
151.0061818,30,Rest period started
153.0064398,10,Rest period started
155.0064398,20,Action period started
160.0064398,30,Rest period started
162.0066799,10,Rest period started
164.0066799,20,Action period started
169.0066799,30,Rest period started
171.014705,10,Rest period started
173.014705,20,Action period started
178.014705,30,Rest period started
180.0149411,10,Rest period started
182.0149411,20,Action period started
187.0149411,30,Rest period started
189.01519,10,Rest period started
191.01519,20,Action period started
196.01519,30,Rest period started
198.0154316,10,Rest period started
200.0154316,20,Action period started
205.0154316,30,Rest period started
207.0156699,10,Rest period started
209.0156699,20,Action period started
214.0156699,30,Rest period started
216.0159056,10,Rest period started
218.0159056,20,Action period started
223.0159056,30,Rest period started
225.0161171,10,Rest period started
227.0161171,20,Action period started
232.0161171,30,Rest period started
234.0164381,10,Rest period started
236.0164381,20,Action period started
241.0164381,30,Rest period started
243.0166731,10,Rest period started
245.0166731,20,Action period started
250.0166731,30,Rest period started
252.0169726,10,Rest period started
254.0169726,20,Action period started
259.0169726,30,Rest period started
261.0172164,10,Rest period started
263.0172164,20,Action period started
268.0172164,30,Rest period started
270.0174663,10,Rest period started
272.0174663,20,Action period started
277.0174663,30,Rest period started
279.0180323,10,Rest period started
281.0180323,20,Action period started
286.0180323,30,Rest period started
288.0183073,10,Rest period started
290.0183073,20,Action period started
295.0183073,30,Rest period started
297.0192098,10,Rest period started
299.0192098,20,Action period started
304.0192098,30,Rest period started
306.0194812,10,Rest period started
308.0194812,20,Action period started
313.0194812,30,Rest period started
315.0194812,0,Experiment ended
