time,marker_id,description
0.0001467,111,Trash data in the TRIM period
3.0001467,222,Trash data in the TRIM period
3.0006167,10,Rest period started
5.0006167,20,Action period started
9.0006167,30,Release period started
11.0009672,10,Rest period started
13.0009672,20,Action period started
17.0009672,30,Release period started
19.0012283,10,Rest period started
21.0012283,20,Action period started
25.0012283,30,Release period started
27.0014982,111,Trash data in the TRIM period
30.0014982,222,Trash data in the TRIM period
