time,marker_id,description
0.0001189,101,Trash data in the TRIM period
3.0001189,102,Trash data in the TRIM period
3.0005799,10,Rest period started
4.0005799,20,Action period started
9.0005799,30,Release period started
14.0007769,10,Rest period started
15.0007769,20,Action period started
20.0007769,30,Release period started
25.0010068,10,Rest period started
26.0010068,20,Action period started
31.0010068,30,Release period started
36.0015009,10,Rest period started
37.0015009,20,Action period started
42.0015009,30,Release period started
47.0032521,10,Rest period started
48.0032521,20,Action period started
53.0032521,30,Release period started
58.0035024,10,Rest period started
59.0035024,20,Action period started
64.0035024,30,Release period started
69.003744,10,Rest period started
70.003744,20,Action period started
75.003744,30,Release period started
80.0040089,10,Rest period started
81.0040089,20,Action period started
86.0040089,30,Release period started
91.0042224,10,Rest period started
92.0042224,20,Action period started
97.0042224,30,Release period started
102.0044514,10,Rest period started
103.0044514,20,Action period started
108.0044514,30,Release period started
113.0049902,201,Trash data in the TRIM period
116.0049902,202,Trash data in the TRIM period
